"MTU (UTC)","Generation - Solar  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Solar  [MW] Intraday / BZN|IE(SEM)","Generation - Solar  [MW] Current / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Offshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Offshore  [MW] Current / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Day Ahead/ BZN|IE(SEM)","Generation - Wind Onshore  [MW] Intraday / BZN|IE(SEM)","Generation - Wind Onshore  [MW] Current / BZN|IE(SEM)"
"05.06.2021 02:00 - 05.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","792","n/e","n/e"
"05.06.2021 03:00 - 05.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","739","n/e","n/e"
"05.06.2021 04:00 - 05.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","638","n/e","n/e"
"05.06.2021 05:00 - 05.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","561","n/e","n/e"
"05.06.2021 06:00 - 05.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","562","n/e","n/e"
"05.06.2021 07:00 - 05.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","534","n/e","n/e"
"05.06.2021 08:00 - 05.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","494","n/e","n/e"
"05.06.2021 09:00 - 05.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","506","n/e","n/e"
"05.06.2021 10:00 - 05.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","551","n/e","n/e"
"05.06.2021 11:00 - 05.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","579","n/e","n/e"
"05.06.2021 12:00 - 05.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","581","n/e","n/e"
"05.06.2021 13:00 - 05.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","572","n/e","n/e"
"05.06.2021 14:00 - 05.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","546","n/e","n/e"
"05.06.2021 15:00 - 05.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","545","n/e","n/e"
"05.06.2021 16:00 - 05.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","559","n/e","n/e"
"05.06.2021 17:00 - 05.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","561","n/e","n/e"
"05.06.2021 18:00 - 05.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","540","n/e","n/e"
"05.06.2021 19:00 - 05.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","498","n/e","n/e"
"05.06.2021 20:00 - 05.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","447","n/e","n/e"
"05.06.2021 21:00 - 05.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","399","n/e","n/e"
"05.06.2021 22:00 - 05.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","384","n/e","n/e"
"05.06.2021 23:00 - 06.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","392","n/e","n/e"
"06.06.2021 00:00 - 06.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","376","n/e","n/e"
"06.06.2021 01:00 - 06.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","316","n/e","n/e"
"06.06.2021 02:00 - 06.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","276","n/e","n/e"
"06.06.2021 03:00 - 06.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","248","n/e","n/e"
"06.06.2021 04:00 - 06.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","214","n/e","n/e"
"06.06.2021 05:00 - 06.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","173","n/e","n/e"
"06.06.2021 06:00 - 06.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","139","n/e","n/e"
"06.06.2021 07:00 - 06.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","113","n/e","n/e"
"06.06.2021 08:00 - 06.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","85","n/e","n/e"
"06.06.2021 09:00 - 06.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","65","n/e","n/e"
"06.06.2021 10:00 - 06.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","59","n/e","n/e"
"06.06.2021 11:00 - 06.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","61","n/e","n/e"
"06.06.2021 12:00 - 06.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","67","n/e","n/e"
"06.06.2021 13:00 - 06.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","85","n/e","n/e"
"06.06.2021 14:00 - 06.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","119","n/e","n/e"
"06.06.2021 15:00 - 06.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","158","n/e","n/e"
"06.06.2021 16:00 - 06.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","188","n/e","n/e"
"06.06.2021 17:00 - 06.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","206","n/e","n/e"
"06.06.2021 18:00 - 06.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","206","n/e","n/e"
"06.06.2021 19:00 - 06.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","189","n/e","n/e"
"06.06.2021 20:00 - 06.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","173","n/e","n/e"
"06.06.2021 21:00 - 06.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","178","n/e","n/e"
"06.06.2021 22:00 - 06.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","198","n/e","n/e"
"06.06.2021 23:00 - 07.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","226","n/e","n/e"
"07.06.2021 00:00 - 07.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","232","n/e","n/e"
"07.06.2021 01:00 - 07.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","244","n/e","n/e"
"07.06.2021 02:00 - 07.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","288","n/e","n/e"
"07.06.2021 03:00 - 07.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","370","n/e","n/e"
"07.06.2021 04:00 - 07.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","464","n/e","n/e"
"07.06.2021 05:00 - 07.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","528","n/e","n/e"
"07.06.2021 06:00 - 07.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","598","n/e","n/e"
"07.06.2021 07:00 - 07.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","618","n/e","n/e"
"07.06.2021 08:00 - 07.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","648","n/e","n/e"
"07.06.2021 09:00 - 07.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","746","n/e","n/e"
"07.06.2021 10:00 - 07.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","874","n/e","n/e"
"07.06.2021 11:00 - 07.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1020","n/e","n/e"
"07.06.2021 12:00 - 07.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1190","n/e","n/e"
"07.06.2021 13:00 - 07.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1361","n/e","n/e"
"07.06.2021 14:00 - 07.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1492","n/e","n/e"
"07.06.2021 15:00 - 07.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1598","n/e","n/e"
"07.06.2021 16:00 - 07.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1674","n/e","n/e"
"07.06.2021 17:00 - 07.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1723","n/e","n/e"
"07.06.2021 18:00 - 07.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1728","n/e","n/e"
"07.06.2021 19:00 - 07.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1651","n/e","n/e"
"07.06.2021 20:00 - 07.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1511","n/e","n/e"
"07.06.2021 21:00 - 07.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1365","n/e","n/e"
"07.06.2021 22:00 - 07.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1249","n/e","n/e"
"07.06.2021 23:00 - 08.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1802","n/e","n/e"
"08.06.2021 00:00 - 08.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1752","n/e","n/e"
"08.06.2021 01:00 - 08.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1709","n/e","n/e"
"08.06.2021 02:00 - 08.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1683","n/e","n/e"
"08.06.2021 03:00 - 08.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1643","n/e","n/e"
"08.06.2021 04:00 - 08.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1597","n/e","n/e"
"08.06.2021 05:00 - 08.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1586","n/e","n/e"
"08.06.2021 06:00 - 08.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1578","n/e","n/e"
"08.06.2021 07:00 - 08.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1538","n/e","n/e"
"08.06.2021 08:00 - 08.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1508","n/e","n/e"
"08.06.2021 09:00 - 08.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1541","n/e","n/e"
"08.06.2021 10:00 - 08.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1602","n/e","n/e"
"08.06.2021 11:00 - 08.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1667","n/e","n/e"
"08.06.2021 12:00 - 08.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1751","n/e","n/e"
"08.06.2021 13:00 - 08.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1870","n/e","n/e"
"08.06.2021 14:00 - 08.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1961","n/e","n/e"
"08.06.2021 15:00 - 08.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","2016","n/e","n/e"
"08.06.2021 16:00 - 08.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","2039","n/e","n/e"
"08.06.2021 17:00 - 08.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","2031","n/e","n/e"
"08.06.2021 18:00 - 08.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1990","n/e","n/e"
"08.06.2021 19:00 - 08.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1915","n/e","n/e"
"08.06.2021 20:00 - 08.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1809","n/e","n/e"
"08.06.2021 21:00 - 08.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1741","n/e","n/e"
"08.06.2021 22:00 - 08.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1731","n/e","n/e"
"08.06.2021 23:00 - 09.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","2415","n/e","n/e"
"09.06.2021 00:00 - 09.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","2463","n/e","n/e"
"09.06.2021 01:00 - 09.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","2526","n/e","n/e"
"09.06.2021 02:00 - 09.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","2564","n/e","n/e"
"09.06.2021 03:00 - 09.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","2540","n/e","n/e"
"09.06.2021 04:00 - 09.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","2480","n/e","n/e"
"09.06.2021 05:00 - 09.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","2388","n/e","n/e"
"09.06.2021 06:00 - 09.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","2313","n/e","n/e"
"09.06.2021 07:00 - 09.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","2269","n/e","n/e"
"09.06.2021 08:00 - 09.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","2132","n/e","n/e"
"09.06.2021 09:00 - 09.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","2078","n/e","n/e"
"09.06.2021 10:00 - 09.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","2033","n/e","n/e"
"09.06.2021 11:00 - 09.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2010","n/e","n/e"
"09.06.2021 12:00 - 09.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1943","n/e","n/e"
"09.06.2021 13:00 - 09.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1977","n/e","n/e"
"09.06.2021 14:00 - 09.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","2072","n/e","n/e"
"09.06.2021 15:00 - 09.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","2070","n/e","n/e"
"09.06.2021 16:00 - 09.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1997","n/e","n/e"
"09.06.2021 17:00 - 09.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1879","n/e","n/e"
"09.06.2021 18:00 - 09.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1750","n/e","n/e"
"09.06.2021 19:00 - 09.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1613","n/e","n/e"
"09.06.2021 20:00 - 09.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1504","n/e","n/e"
"09.06.2021 21:00 - 09.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","1483","n/e","n/e"
"09.06.2021 22:00 - 09.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","1572","n/e","n/e"
"09.06.2021 23:00 - 10.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","1771","n/e","n/e"
"10.06.2021 00:00 - 10.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1833","n/e","n/e"
"10.06.2021 01:00 - 10.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1847","n/e","n/e"
"10.06.2021 02:00 - 10.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","1868","n/e","n/e"
"10.06.2021 03:00 - 10.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","1943","n/e","n/e"
"10.06.2021 04:00 - 10.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","2059","n/e","n/e"
"10.06.2021 05:00 - 10.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","2250","n/e","n/e"
"10.06.2021 06:00 - 10.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","2418","n/e","n/e"
"10.06.2021 07:00 - 10.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","2514","n/e","n/e"
"10.06.2021 08:00 - 10.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","2536","n/e","n/e"
"10.06.2021 09:00 - 10.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","2634","n/e","n/e"
"10.06.2021 10:00 - 10.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","2764","n/e","n/e"
"10.06.2021 11:00 - 10.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","2898","n/e","n/e"
"10.06.2021 12:00 - 10.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","3026","n/e","n/e"
"10.06.2021 13:00 - 10.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","3138","n/e","n/e"
"10.06.2021 14:00 - 10.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","3171","n/e","n/e"
"10.06.2021 15:00 - 10.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","3144","n/e","n/e"
"10.06.2021 16:00 - 10.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","3089","n/e","n/e"
"10.06.2021 17:00 - 10.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","3019","n/e","n/e"
"10.06.2021 18:00 - 10.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","2919","n/e","n/e"
"10.06.2021 19:00 - 10.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","2757","n/e","n/e"
"10.06.2021 20:00 - 10.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","2532","n/e","n/e"
"10.06.2021 21:00 - 10.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","2310","n/e","n/e"
"10.06.2021 22:00 - 10.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","2177","n/e","n/e"
"10.06.2021 23:00 - 11.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","2350","n/e","n/e"
"11.06.2021 00:00 - 11.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","2300","n/e","n/e"
"11.06.2021 01:00 - 11.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","2274","n/e","n/e"
"11.06.2021 02:00 - 11.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","2211","n/e","n/e"
"11.06.2021 03:00 - 11.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","2042","n/e","n/e"
"11.06.2021 04:00 - 11.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","1813","n/e","n/e"
"11.06.2021 05:00 - 11.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","1622","n/e","n/e"
"11.06.2021 06:00 - 11.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","1488","n/e","n/e"
"11.06.2021 07:00 - 11.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","1418","n/e","n/e"
"11.06.2021 08:00 - 11.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1265","n/e","n/e"
"11.06.2021 09:00 - 11.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1162","n/e","n/e"
"11.06.2021 10:00 - 11.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1163","n/e","n/e"
"11.06.2021 11:00 - 11.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1215","n/e","n/e"
"11.06.2021 12:00 - 11.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","1252","n/e","n/e"
"11.06.2021 13:00 - 11.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","1293","n/e","n/e"
"11.06.2021 14:00 - 11.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","1360","n/e","n/e"
"11.06.2021 15:00 - 11.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","1387","n/e","n/e"
"11.06.2021 16:00 - 11.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","1311","n/e","n/e"
"11.06.2021 17:00 - 11.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","1282","n/e","n/e"
"11.06.2021 18:00 - 11.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","1300","n/e","n/e"
"11.06.2021 19:00 - 11.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","1285","n/e","n/e"
"11.06.2021 20:00 - 11.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","1127","n/e","n/e"
"11.06.2021 21:00 - 11.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","935","n/e","n/e"
"11.06.2021 22:00 - 11.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","808","n/e","n/e"
"11.06.2021 23:00 - 12.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","703","n/e","n/e"
"12.06.2021 00:00 - 12.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","625","n/e","n/e"
"12.06.2021 01:00 - 12.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","621","n/e","n/e"
"12.06.2021 02:00 - 12.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","629","n/e","n/e"
"12.06.2021 03:00 - 12.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","619","n/e","n/e"
"12.06.2021 04:00 - 12.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","599","n/e","n/e"
"12.06.2021 05:00 - 12.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","566","n/e","n/e"
"12.06.2021 06:00 - 12.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","503","n/e","n/e"
"12.06.2021 07:00 - 12.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","467","n/e","n/e"
"12.06.2021 08:00 - 12.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","456","n/e","n/e"
"12.06.2021 09:00 - 12.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","458","n/e","n/e"
"12.06.2021 10:00 - 12.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","480","n/e","n/e"
"12.06.2021 11:00 - 12.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","506","n/e","n/e"
"12.06.2021 12:00 - 12.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","496","n/e","n/e"
"12.06.2021 13:00 - 12.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","446","n/e","n/e"
"12.06.2021 14:00 - 12.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","412","n/e","n/e"
"12.06.2021 15:00 - 12.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","436","n/e","n/e"
"12.06.2021 16:00 - 12.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","492","n/e","n/e"
"12.06.2021 17:00 - 12.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","523","n/e","n/e"
"12.06.2021 18:00 - 12.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","524","n/e","n/e"
"12.06.2021 19:00 - 12.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","519","n/e","n/e"
"12.06.2021 20:00 - 12.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","500","n/e","n/e"
"12.06.2021 21:00 - 12.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","493","n/e","n/e"
"12.06.2021 22:00 - 12.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","525","n/e","n/e"
"12.06.2021 23:00 - 13.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","406","n/e","n/e"
"13.06.2021 00:00 - 13.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","403","n/e","n/e"
"13.06.2021 01:00 - 13.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","408","n/e","n/e"
"13.06.2021 02:00 - 13.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","442","n/e","n/e"
"13.06.2021 03:00 - 13.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","512","n/e","n/e"
"13.06.2021 04:00 - 13.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","535","n/e","n/e"
"13.06.2021 05:00 - 13.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","580","n/e","n/e"
"13.06.2021 06:00 - 13.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","649","n/e","n/e"
"13.06.2021 07:00 - 13.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","669","n/e","n/e"
"13.06.2021 08:00 - 13.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","642","n/e","n/e"
"13.06.2021 09:00 - 13.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","698","n/e","n/e"
"13.06.2021 10:00 - 13.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","765","n/e","n/e"
"13.06.2021 11:00 - 13.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","806","n/e","n/e"
"13.06.2021 12:00 - 13.06.2021 13:00","n/e","n/e","n/e","n/e","n/e","n/e","836","n/e","n/e"
"13.06.2021 13:00 - 13.06.2021 14:00","n/e","n/e","n/e","n/e","n/e","n/e","838","n/e","n/e"
"13.06.2021 14:00 - 13.06.2021 15:00","n/e","n/e","n/e","n/e","n/e","n/e","814","n/e","n/e"
"13.06.2021 15:00 - 13.06.2021 16:00","n/e","n/e","n/e","n/e","n/e","n/e","782","n/e","n/e"
"13.06.2021 16:00 - 13.06.2021 17:00","n/e","n/e","n/e","n/e","n/e","n/e","768","n/e","n/e"
"13.06.2021 17:00 - 13.06.2021 18:00","n/e","n/e","n/e","n/e","n/e","n/e","746","n/e","n/e"
"13.06.2021 18:00 - 13.06.2021 19:00","n/e","n/e","n/e","n/e","n/e","n/e","669","n/e","n/e"
"13.06.2021 19:00 - 13.06.2021 20:00","n/e","n/e","n/e","n/e","n/e","n/e","581","n/e","n/e"
"13.06.2021 20:00 - 13.06.2021 21:00","n/e","n/e","n/e","n/e","n/e","n/e","510","n/e","n/e"
"13.06.2021 21:00 - 13.06.2021 22:00","n/e","n/e","n/e","n/e","n/e","n/e","473","n/e","n/e"
"13.06.2021 22:00 - 13.06.2021 23:00","n/e","n/e","n/e","n/e","n/e","n/e","447","n/e","n/e"
"13.06.2021 23:00 - 14.06.2021 00:00","n/e","n/e","n/e","n/e","n/e","n/e","977","n/e","n/e"
"14.06.2021 00:00 - 14.06.2021 01:00","n/e","n/e","n/e","n/e","n/e","n/e","1005","n/e","n/e"
"14.06.2021 01:00 - 14.06.2021 02:00","n/e","n/e","n/e","n/e","n/e","n/e","1034","n/e","n/e"
"14.06.2021 02:00 - 14.06.2021 03:00","n/e","n/e","n/e","n/e","n/e","n/e","992","n/e","n/e"
"14.06.2021 03:00 - 14.06.2021 04:00","n/e","n/e","n/e","n/e","n/e","n/e","910","n/e","n/e"
"14.06.2021 04:00 - 14.06.2021 05:00","n/e","n/e","n/e","n/e","n/e","n/e","907","n/e","n/e"
"14.06.2021 05:00 - 14.06.2021 06:00","n/e","n/e","n/e","n/e","n/e","n/e","934","n/e","n/e"
"14.06.2021 06:00 - 14.06.2021 07:00","n/e","n/e","n/e","n/e","n/e","n/e","926","n/e","n/e"
"14.06.2021 07:00 - 14.06.2021 08:00","n/e","n/e","n/e","n/e","n/e","n/e","947","n/e","n/e"
"14.06.2021 08:00 - 14.06.2021 09:00","n/e","n/e","n/e","n/e","n/e","n/e","1062","n/e","n/e"
"14.06.2021 09:00 - 14.06.2021 10:00","n/e","n/e","n/e","n/e","n/e","n/e","1203","n/e","n/e"
"14.06.2021 10:00 - 14.06.2021 11:00","n/e","n/e","n/e","n/e","n/e","n/e","1300","n/e","n/e"
"14.06.2021 11:00 - 14.06.2021 12:00","n/e","n/e","n/e","n/e","n/e","n/e","1313","n/e","n/e"
